message,is_toxic
bah - no service id for templated eh. yay crappy pycadf audits,1
"""Notify"" is a terrible name for a function regarding signal handlers. Curse you, Go core package authors.",1
Done. Curse my cargoculting!,1
"I am a bit concerned about the implementation here. If you say that (the same) tag can be associated to multiple resources, and that (the same) resource is associated to multiple tags, this is not the right way to model this logically, otherwise you'll end up having lots of duplicated and a non-normalized schema. Say for instance that I want to tag my networks with 'golden'. I'd need to have lots of entries like so: 1, golden, 'my golden tag', network, net_1 2, golden, 'my golden tag', network, net_2 3, golden, 'my golden tag', network, net_3 4, golden, 'my golden tag', network, net_4 This is a waste from a number of perspectives: from storage, lookup and cascading effects. Instead you should have, a tag table tag, description, where tag is key and a mapping table tag_id, resource_type, resource_id This still sucks though, because now you cannot enforce the foreign key constraint on resource id; i.e. if a resource gets deleted now you gotta enforce the delete on cascade via programming logic, which is yucky. Ultimately we'd need to have a mapping table for resource. I know, it's more work, but that gives you the most leverage of the DBMS capabilies",1
"wokay. So that's similar to malloc failing even with overcomitting on. If you see it, you're really screwed. So don't resist :)",1
"Recipe tests to me are mostly garbage (noisy garbage!) and I only add them to make the presubmit shut up. So I don't really have any reason to keep any of this code around. Prasad, if you can submit this code without this test, feel free to delete it. Otherwise we can circle back and cut tests and redundant recipe code in a follow-up CL.",1
This kind of looks silly.... !a_loc.Equals(b_loc) is a lot more readable.,1
Oh crap! I missed this!!!!,1
silly nit: blank line,1
"Eck, that sucks. Lost tasks on crash/stops?",1
"1) emerge -C mali-drivers-bin doesn't suffice? 2) Clarify this please; each time there is a new version of the blobs, this ebuild should be getting a bump. That bump means the old version is replaced w/ the new. Basically, the package manager should be handling that crap- unless the concern is how your shar bits (which vapier is trying to kill off in favor of ACCEPT_LICENSE- something I agree with as long as the To S allows for this) deal w/ the implicit orphaning of the libmali dso...",1
"arse, I had a change which did this but backed it out because it was more disruptive ;)",1
"it gave up here and missed this trivial rename too. your explanation of there being too many files makes sense. stupid git. (although i guess since the package changed, it could have been that too. if you don't understand what a package is, this file looks like it changed a lot!)",1
i suck.,1
This variable name is just hideous!,1
"Yes, of course. Don't know how I managed to screw that one up. CL coming up!",1
"You need to either make this a get('count', 1) or add a validator to ensure that the count key exists. Key Errors are ugly.",1
"If you have more than one missing parameter, this message is going to look ugly. '...A not supplied to VBox Driver. B not supplied to VBox Driver.'",1
I think you can update by uuid by joining them and using uuid. But I guess one could argue against deviating too much from what we have in place now and optimize later. Just seems kinda ugly.,1
"Damn. It's too early in the morning. I didn't even look to the left and see the ""is not set"". Sigh. ...so I think in this case the HDA_RECONFIG is actually being selected by some other config, and that's how it's becoming set. Let me track down exactly what did it.",1
Whichever is most popular. I don't feel strong but I want to be consistent. KB is just too damn big to see all at once for what I have in mind here.,1
"You're killin' me, smalls!",1
Never use such in args default values of non const args: Because in other case you will shit bricks: ,1
"dammit, I guessed this wouldn't work :)",1
"Interesting. This looks like a dirty hack, is there a way to fix this in a more proper way?",1
Seems like a silly presubmit check :),1
"Hmm, this kinda sucks. The only reason you'd want to go back and look at a deleted stack is that you might e.g. want to look at the events on the resources (like to find out when they were created and deleted). Although arguably we already trample all over that on updates, and this is just making the delete consistent. I'm not sure what conceptually the right thing to do here is.",1
Ah. Silly copy/paste error. Fix coming.,1
Brain fart? I have no idea why I did this.,1
:hangs head in shame:,1
"Ew. There's actually a corresponding #define for this, SCHED_CAPACITY_SCALE.",1
"This hurts my brain, and I like partial normally. :) You're damn close however: try this instead: self. = Self._Retry Request(self. Note that is an instance, so grabbing it's instancemethod like above, gets you an instancemethod- meaning self is prebound. No need to do the class shenanigans. Downside, it creates a reference cycle, but you've already got them here.",1
"You already have this hardcoded in the top, just do list(client_modules_by_service_name.keys()) (ugh, I hate py3) or something",1
WTF?! O_o this should be fixed:),1
"This use of tags bugs the crap out of me, but it's consistent with the surrounding code so I won't let it be a blocker.",1
How the hell did that get in there?,1
silly nit: there needs to be a blank line here,1
"nevermind, I clearly suck at Python",1
"damn, I'm really blind >_< sorry for noise",1
remove the tabs please - spaces only - the change makes this review a bitch to read and doesn't match the existing formatting.,1
Evil spaces must die.,1
"compatible_specific_boards = compatible_boards.difference(cbuildbot_config.generic_boards) Use .difference, and negatives in var names suck. :P",1
"could you move the quotes to where they belong? sed should need to focus on replacing the values, not the crap around that which rabbit just happen to realy realy want :)",1
"WTF is this?! Windows-detection logic? Can we do it smarter? If not, let's create a blueprint to fix it somewhen at least",1
C'mon... This is some crazy nitting here :P,1
Damn... I forgot to remove it...,1
same rant about using the standard shit. Done.,1
Ah shit.,1
"You should remember one simple rule: NOBODY LIKES TO READ You are forcing people to read bullshit. Why not just saying in one sentece. Rally allows you to set success criteria for every benchmark and check them for you. To do that you should put in benchmark configruation one more section ""sla"" Like this ""failure_rate"": min: x max: y that means blabalbalba You can combine any of existing sla criterias. To find out of box supporting run rally info balbalbal Then you can put ass well image with HTML report with success critera (that passed and that failed) (Overivew page of 2 benchmarks)",1
"Damn, missed this key var.",1
dirname/basename are for chumps!,1
Done. Python line wrapping sucks.,1
"stupid dyslexia hides these, fixed now.",1
"Good catch! (Darn clang's fast-and-loose acceptance of arguments! Enums should have to be cast to be used as ints...) With the adjustments to allow on chrome:// urls with active tab, this actually was correct before (this CL underwent a number of behavior changes...)",1
stupid space,1
"General robustness nit (bit of style in particular): Don't assign to the attribute intermediate values. You mangle the hell out of boto_file throughout the following values- assign once the value has stabilized. The reasons for this style don't strictly apply here, but the style should be used regardless since it's good form; basically, if ever dealing w/ cpy initializers, threading, etc, take your pick, having intermediate assignment like this means you've got varying state that can bite you in the ass. Worse, if the init method goes and invokes methods to finish initialization, if an intermediate value is stashed on the instance, the method can use that value w/out you getting an Attribute Error; etc, thus assign once stable. Upshot, the form I mentioned is safer, and it's also marginally faster (the latter is true, but so small it's more a joke than a valid reason exempting extreme cases ;) )",1
Grrr.... their docs suck. Good eye. Fixed.,1
"Wow, it sucks that Chrome Autofill Client has to be the one to do this; it doesn't really seem like it's its job. On desktop the bubble controller handles this...can the Android code figure this out itself?",1
"Ya, that sucks, I don't see any other good cross-platform library that is similar then; know of any?",1
"to be clear: i'm not asking about mmap(2). i know about that, and i could read the man page if i didn't :-) my question is what the ELF specification says. are your mapped-in segments supposed to be rounded? or is L304 just foolish consistency that should be deleted?",1
"Is this the uuid of the neutron resource whathever it might be (network, subnet, floating ip, router...firewall, lb, vpn, in other words any object that has a uuid)? I think we should make that clear. Perhaps an entry example for this table might be helpful. It sucks that this model doesn't allow us to leverage DB integrity constraints, yuk...",1
This is a little silly. Why not just 'if code == 409:'?,1
"nit: unnecessary almost got that wrong myself, damn stupid way to spell a word",1
"Sure, but it doesn't hurt either. (hmm, Windows is stupid because it is not POSIX?)",1
abort is safer. the compiler can fuck you over here if you ever do add an enum value but forget to fix the switch.,1
"They're screwed. (I don't think so, the original version didn't, at least.)",1
"I dislike how looks new results. They are mess. First of all LOGS are not RESULTS The second thing is this ""format"" who the hell care about it? Don't be a geek... The third thing that table deosn't look nice (I like previous variant with code sections)",1
This sucks,1
"Actually as of last week, this stupid capability is no longer used anywhere. You can just delete it.",1
"I hate all the wrapping caused by using a name that long. To my eye, it makes the code really hard to read. I did it anyway, though. Jerk.",1
Nit: this indentation is ugly. At least line it up with the word 'operator' as in the old version.,1
"Darn, I made a spelling mistake a such a small CL :-( Will follow-up.",1
"Just a style note: this is really *ugly* indentation. Also, is there a reason you couldn't use the decorator mocks and avoid the nesting?",1
"This will potentially interleave output, which sucks. Perhaps ""attach Output For Logging"" should have a form that takes a bytes.Buffer?",1
"It's ugly. It could be as well: value = os.environ.get(name, '') return _boolean_states.get(value.lower(), default) But IMHO still it's uglier than what is here.",1
ahh fuck,1
I hate Qt's metatyping. Moved to using a private data member instead of a slot argument.,1
"Personally I would change ""and remove some of the cruft that has crept in over the years"". I do not think that we need to bitch about stuff in the past and take our destiny into our own hands.",1
"You're totally right, I'm a dumb ass.",1
"#Fuck! Never mind! Don't ask me why but, in my mind, I was grouping it like (even though I knew this already): chunksize / (totalsize if totalsize else 0) What you said makes sense to me. What about putting some parenthesis: (chunksize / totalsize) if totalsize else 0 Just to make it more obvious (yeah, talking to myself here :P)",1
"Hell, we don't have common code :( I hate that DRY principle couldn't be achieved easily.",1
"Oh good catch, dammit, I should definitely write a new Object then.",1
"Dislike this here. Is there a better place for this constant? Alternatively, leave it here, then we move the git crap out of this lib into it's own module...",1
"I feel that it'd be better and easier to not use the osprofiler middleware, and write our now, instead of having to carry all that compatibility crap for webob.",1
Why do we need this? Looks like an ugly hack,1
"I'd rather see this check in hsi2c_write() and hsi2c_read() so they can do something sensible with it. It seems like they'd need to be cognizant of it. For a write of 0 bytes, won't you end up with a timeout? Kinda sucks that it doesn't support len of 0. :( I suppose worst case we could switch to manual mode for this, but not worth doing now.",1
"the resulting rabbitmq-env.conf file is just sourced... so this is a suboptimal trick to execute the command when started by pacemaker, see the problem is puppet expects a colon : to split the string into a var=value pair ... damn!",1
It seems silly to print out a deprecation warning always. Why not set $auth_strategy = False. And then wrap this in an if statement that *if set* will print the warning message?,1
"yeah; forgot: Those are auto generated, and thus idiot proof. --idiot",1
well that was silly of me,1
ugly tab,1
"This sucks, but any chance we can test with both exceptions? that probably means a but if nasty test refactoring though :(",1
"I think at this point the IOMMU is in a broken state anyway and the whole system is screwed. ;) Generally this shouldn't happen, though...",1
WTF the hell is this?? Sergey fixed this code already one time. You removed the normal code restore awful non working code. ,1
"its ye olde english, before the Normans screwed it up",1
"This wont work the > is redirecting stdout to a file called ""{}"", I've confirmed this in the CI tarball created (yum.log has data). what I don't understand is why find doesn't complain about not being terminated by a "";"" holy crap, I see now, bash is weird .... echo hi > /tmp/data ya ; cat /tmp/data",1
That became ugly. Please use separate object like User for managing accounts.,1
should we clean this crap up and just trust the exit syscall not to return? i don't understand the motivation for this.,1
Changed to test_cluster_does_not_exist_validation (if we need to go full grammara nazi ;)),1
"darn, another typo to fix later ;)",1
"Well this is where me sucking at naming things comes up, because I also want to do a per test view. (see the follow-on patch) this is the summary page which is why it's plural because there are multiple tests",1
"damn, guess I'm late to the party :(",1
"This test is a horror show, but it is temporary state until all v1 crap is deleted.",1
"Wait, actually, tv_usec is defined as unsigned long. Tell the linter to shut up!",1
And here I am trying to use my fancy British. Thanks for killing that illusion!,1
"I think it'd be easier to clean up the abort logic here first. The way this is written sucks. Move this check into do Running Step first thing and have it return an empty Result and an error. Alternatively, remove it entirely and let autoserv get brutally murdered right after starts. Less logic is better. I don't think anyone cares if an abort before autoserv starts is cleaner than an abort during autoserv running.",1
"I disagree. In this instance it is an instance that we have partially created, and that the user has no knowledge of its existence. We should not leave half created turds lying around. However, you have drawn attention to that fact that we are eating an exception, which we should not be doing.",1
cuz im a impatient bastard and it means it comes online faster :),1
Maybe do a static import for Graphics Util.setup Antialiasing so there wouldn't be this ugly fqcn here?,1
please don't use crap in the commit message,1
"Yes, if you stare at them for too long they will punch you in the face!",1
"goddamnit, please make it a regular multiline if >_< it will be same 3 lines, but without excessive ((()))",1
"nit: the thing I consistently hate in this world is code duplication. If you would move common arguments into a separate dict and then reuse it for both policy objects, I would be happy as an elephant.",1
"this was WTF #2, not sure why XXX_ end up there...",1
"Silly nit, but why use a variable for the message here at all? Why not just assign the string to reason?",1
"Yay, two silly mistakes in 3 lines of bash :)",1
pep8 hates you for this,1
"(No action required) That's freaking mess... Bad boy, tc, bad boy! :(",1
"Normally I'm anal about avoiding duplication, but there is subtle enough differences between each that it's not really worth it; same goes for the prefix bit imo.",1
warn that someone appears to be fucking with us? (or really broken...),1
Small dumb nit 2: don't need the global statement here.,1
Sake of argument: if not (update_repo and copy_acl and push_acl): exit 1 (I'm being a bastard),1
"This is minor nitpick. Ugly '\' can be avoided by using paren like from ... import (Class Not Found, Not Found, ...)",1
useless,1
"I hate these variables, fwiw.",1
"yeah, i was going to try to keep this in sysdeps_win32.cpp, but when i looked more closely i realized it wasn't just used for the _win32_lock, it's for *all* the adb mutexes. when we bump the minimum supported version to vista in a week or two, we should be able to fix libc++'s std::mutex and then just delete all this crap. but i agree this is probably the least worst choice in the meantime...",1
"OK, just seems ugly to me is all. If you use mock you don't have to worry about mox or stubs. I'll already grant that some think that using mock is ugly too...",1
"This is ugly. Do env(vars, default=None) rather :(",1
F*@# i hate mornings.,1
"yes it should be, wtf was I thinking?",1
"Damn, sometime I'm gonna learn english ;)",1
Damn.,1
grubby appears to be included with fedora but not Ubuntu or Core Os.,1
Should it not be 01-02 ? or it that silly?,1
Bloody truthiness... OK fair point :),1
Now we have ugly ifs above+concats. This should be solved in different way,1
I think I actually shouldn't have removed this because there's now a bunch of crap in my working directory...,1
"does Brillo support platform development on Windows? Android doesn't. otherwise, i'm starting to think this is a mistake. we're doing command execution, but only in a very limited form. we're doing environment variable substitution, but badly. it feels like the best we can hope for is to achieve parity with the shell --- but we already have perfectly good shells. your example provisioning script looks identical as a shell script except that each line starts with ""fastboot "". the ""too much room for hacks"" is probably a good thing --- sooner or later there's going to be some custom bullshit an OEM needs you to do, and then you either hack that in to fastboot or have a separate shell script you need to run in addition to ""fastboot provision"". this is why Android's init is such an awful mess. they wanted it to be ""minimal"" but bad things happen when you collide with reality. especially in areas where OEMs are involved. the recovery image links in an arbitrary OEM-provided .so to solve the equivalent problem there. yeah, the shell's not lovely, but the alternatives all tend to be worse... i think ""Windows"" is really the only strong counter-argument, and even there that just makes me think ""python"" rather than ""shell"". (although for the level of complexity you're talking about, a .bat file is probably sufficient anyway.)",1
dammit python... a compiled language wouldn't have allowed this thx,1
"i thought we were aiming for one sentence in the new ones? we should lose vague crap like ""such as abstractions for"" too. how about something like: ""Extensible Security Provider infrastructure for certificates, signatures, and public and private keys."" (maybe with more @links.)",1
"Darn, you caught me. Actually there was an odd issue -- as soon as I added a second periodic_task, this test started failing because dbapi.touch_conductor() was getting called TWICE! I haven't dug into why that is. I'll file a bug and note it in the next revision. #1253426",1
"I'm going to politely disagree. These are not different scenarios of the same test, it's an entirely different test case requiring different assertions and different setup. The code looks similar because of all the damn mocking required due to the lack of a keystone test double.",1
crap you are completely right! Sorry about that.,1
"nit: we typically name these things ""rv"" in net code. Foolish consistency and whatnot... but when in Rome. :)",1
"I do hate this cut and paste, but this is consistent, so lets keep this for now, and fix them all in a consistent way.",1
Damn it. I thought I was using the one you always push for. They are randomized in my head now.,1
"Crap, we actually needed this because otherwise the subnet delete fails since the server still has the port in the subnet: This will do a double-delete in the base class tear down but it ignores the 404 so that's fine.",1
"Possibly, maybe something more optimized could be done ;) I did just create the above example in like an hour, ha. Might be useful to see or look at whats done in: That could have some insight into how to make a good scheduled feature that doesn't suck so much...",1
It would be nice to offer 2 (at least); redis and sqlalchemy. IMHO this forces us to create API's that work against more than one implementation (which makes the API's better); and it avoids pitfalls later when we say oh crap a sqlalchemy implementation isn't the only way to do this (and then we are stuck in a corner because we made API's that are specific to sqlalchemy).,1
"I disagree. In this instance it is an instance that we have partially created, and that the user has no knowledge of its existence. We should not leave half created turds lying around. However, you have drawn attention to that fact that we are eating an exception, which we should not be doing.",1
"should be quotes around this since `local` in dash is dumb local config_file=""$(.......)""",1
Damn. That's exactly correct. I really shouldn't have refactored them.,1
shflags is for chumps! ;) i'll covert it over,1
damn!!! those little devils still slip into the code!!!,1
Can this ever return None for the decryptor? If so then we will crap out on the return statement below.,1
patching time is known to suck. what about just using low fake value for current_time?,1
"Yuck, don't know how that slipped through. Thanks!",1
Whitespace snuck in... the bastards! :),1
"This is git being stupid. It didn't use the previous _build_id test for comparison, but the _with_cache for some reason. It marked the previous test as removed... But in reality it's just a rename of the _build_id and a change of all references to the buildername in the file.",1
what the heck does that mean?,1
darn whitespace :) Only do it if we need another patchset...,1
"Oh, sh*t... something is going wrong...",1
"wtf, drop this wurd",1
"This use of ANDROID_LOG_VERBOSE is the 'inert' level of 'enforcement' To Do: consider implications of a runtime check of ro.built.type where ""user"" sets a default of ANDROID_LOG_DEBUG (or even ANDROID_LOG_INFO?) as per the discussion(s) incited during the Bootcamp talks on the new logger. ghackmann and others point out that some subsystems make _all_ messages ANDROID_LOG_ERROR. The world has never been capable of dealing with Megalomaniacs or a Jerk driving a BMW 7 series in the HOV lane.",1
did I? I must have screwed up the rebase.,1
The oslo.service API just sucks!,1
"Ha, well I've only screwed this up already like 3 times today. Pushing another change.",1
"Damn, that's a really small key. You can probably get it smaller if u do list(map(ord, h.digest()[0:1])) btw, haha.",1
"It won't- git handles that on it's own (if someone intentionally is being an ass there are ways to pull it off, but I don't care about those cases). Note also arbitrary stripping there will differ from gerrit behaviour (the basic theme of patchset2 review); thus we can't just do stripping as you suggest.",1
"Damn! That's where I first had it. Yep, I agree, I'll move it back1",1
Invalid BDMOver Quota name is weird...,1
"uint8_t src_data[] = ""thirtytwo-bytes-of-nonsense-data""; sizeof(src_data);",1
Looks like completely stupid rule for two-line resource.,1
"Might be worth keeping since it's run as part of CTS. Presumably nobody is stupid enough to modify dalvik and implement destroy() , stop() and stop(Throwable)",1
"specificially, panics if it's not (IMO this is correct for this function. Just wish go types were strict enough to make a Validated Instance ID that wasn't a pain in the ass to work with).",1
For some reason sqlalchemy orm engine doesn't notice changes of JSON (our custom column type) column/attribute so I had to do this dirty hack:),1
[no action required] yuck. This API gives us - int (rather than long!) values representing milliseconds that we then have to add ourselves - which we then need to pass into a Zone Offset Transition as seconds (!) feels incredibly confusion / error prone.,1
"This was crappy automatic rename, i changed it back",1
Done. I think I whacked them all.,1
"Yuck. Use %.70s, which will do this more gracefully",1
"Damn it, I swear I know how to speel this word. Fixed.",1
silly nit: there needs to be a blank line here,1
"DO NOT DO THIS EVER. SUCH STUFF CAN DELETE WHOLE FUCKING PRODUCTION CLOUD AND WE WILL GET FIRED. I believe that you can just delete keypair here with 2 lines of code: if admin: nova_clinet = osclients.Clients(admin[""endpoint""]).nova() nova_client.keypairs.delete(admin_keypair_id)",1
"I strongly think that sending complete Instance List objects for every host periodically, even if it is a longer period than 60 seconds, is a code smell. If the regular updates work well, this should never be needed. If sending such a huge amount of information regularly is needed, then the whole update process sucks and should be fixed. Alexis: I prefer the full Instance List for a host that is not in sync, but I was anticipating that some might still see that as too heavyweight, and wanted to provide that option. We hadn't discussed this aspect of the spec at either the midcycle or the last Gantt meeting.",1
"damn, guess I'm late to the party :(",1
"This is stupid, can we just do the proper fix and stop passing bases as regs, indexes as bases, yadda yadda. The code is getting all caught up about something trivial. If we need new encoding kinds then that's fine.",1
"Ugh, that makes for an ugly truth-table :-/",1
"ugly, but we have to live with this in python 2.x",1
"Aw, crap. This should be `lnodes = self.app.sort_nodes(lnodes)` so that the large-object-manifest container listing thingy doesn't always hit the first container server. Do you want to fix this in this commit, or just remove this line from your diff and I'll submit a patch?",1
"Oh, AUXDATA could really screw this up. I might need more logic here.",1
Damn.,1
wtf is this? mock in production code! it's -2,1
Crap. I meant say 'check for NULL' here.,1
"I was going to say we could probably nuke this function and just convert the callers to use the object directly, but I guess we need the @memoize, eh? I feel like a dick asking for a test for this trivial function too, but it too is missing a test, AFAICT.",1
"yes, need to pylint the sucker…",1
"This was actually shockingly bad, since it meant that we'd always calculate the hashed id even if the blacklist was empty. Yuck!",1
This is very ugly. What happens when rule remains a boolean type and is passed to _make_metering_label_rule_dict???,1
"ill remove this from the review, but we do need to put those in the conf file so it stops being modified Good catch, and yes i hate that.",1
damn it...,1
crap. copy/paste issue looks like,1
"This is a bit crappy (no offense :)). It is possible for the method to return false if the content of the SDK was half deleted or something, but in this case something will be displayed with the Layout Log file object passed in parameter. I would just log a simple message saying the init failed and that's it.",1
darn. you right. :) peer programming works! or sileht programming works.,1
"It is needed. See the PEP. The way I understand it, in order for the n+1st-loaded package to be able to compose into the namespace, the nth package's __init__.py has to have this in it. We don't know of a scenario where someone other than us will be playing in this space, but it would be a dick move to prevent it.",1
I would prefer to inherit this class and create one more class class Fake Clients Test Case(Client Test Case): self.use_fake_clients = True So we won't make nasty typos..,1
"how about just exposing IDs? carrying a whole object seems redundant because all of them will have the same ID of the service profile. Also, since it's a lazy loaded field, I suggest we don't carry it on the object at all. Otherwise performance sucks.",1
Totally agree with it being silly to force host aggregates being created where it makes no sense to do that.,1
Forgot to upload.,1
Bloody truthiness... OK fair point :),1
future language designers take note: this is the kind of silliness that results when you don't allow trailing commas,1
"yuck, I can't find a good way for adding in a pid: ""pid"" in the above (since having two of those docker blocks is plain ugly) so this'll just have to do :)",1
"lol, how the hell did I miss that",1
"Hmm, I didn't think we used autocommit... :( that sucks. Not an issue with this patch, though. Something to be addressed at a later time.",1
"You need to either make this a get('count', 1) or add a validator to ensure that the count key exists. Key Errors are ugly.",1
This is insane ! Let me add a useless comment ! I DISAGREEEE !,1
yuck! wish there was a better way to assert this :( oh well,1
"ah, damn. Yes, i was thinking that the _filter_kwargs would convert a trustee_user=object parameter into trustee_user_id=object.id parameter. I forgot the situation where you would pass id directly to the function. Ideally we would have just use **kwargs initially here and people would have passed trustee_user_id from the start - but you are right and that is a backwards incompatible change. Ok, can we change this back and just additionally pass kwargs through?",1
"since I am a moron sometimes, I didn't even think about the active node and spare node pool. So I created the active node which serves as a good table to hold the loadbalancer to vm mapping, and a spare node table which of course has no loadbalancer mapping.",1
"Heh. Must have had your head phones on this morning while David and I were debating why __del__ sucked and shouldn't be used (I still posit it's a language fault rather than implementation) ;) In looking at this, I get the strong feeling the __del__ is required. A TODO stating ""rebase to snakeoil.weakrefs.Weak Ref Finalizer"" would be wise.",1
rubbish,1
"Just a sanity check, is .02 reasonable here? Python wouldn't take this long to evaluate a crappy, but non-malicous regex, would it?",1
"If that damn start_thread attribute goes away then this makes sense (it will always be a thread), but if it can sometimes not be a thread then it doesn't seem like it should inherit from threading.Thread, if that start_thread is going to be removed anyway then I'm fine with it for now if its a short-term thing anyways.",1
"yup, if you move it here before the review it looks crap against master - we can clean it up as soon as this is reviewed and merged.",1
damn white space!,1
so I actually disagree with this statement here. I think foolish consitency helps folks move accross projects and helps reduce human nitpicking over style. But this discussion is for a seperate patch.,1
"Damn Alex, good catch ! Yeah, it seems this spec is no longer needed and the blueprint could be specless.",1
"i thought i had a bug to make the VM set these based on a call to setlocale(3), so we'd be properly stand-alone. can't find it though. i _did_ find for making bionic's setlocale(3) look at the [native] system properties though. it's all kind of a mess at the moment, with hacks in bionic, icu4c, and libcore, and probably in Android Runtime.cpp too. (and a weird situation where -- iirc -- our VM itself just says ""fuck it --- someone else's problem"".) i don't think it would be hard to fix any of these, it's just that none of them is really useful without the rest and it cuts across several projects.",1
At least I'm not a big fan of inline methods. They make debugging and recompilation such a nasty task.,1
"80 chars limit applies to the commit message also (and yes I think that limit is stupid, it's our standard however ;) ).",1
"pig job? Seems like an odd use, can you use something more realistic?",1
Liar.,1
"> javascript: stupidest thing ever? So interesting :D It seems you are asking if this can be treated as plain text. But I don't think GURL is smart enough to understand javascript syntax. Telling ""javacript: stupidest thing ever?"" from ""javascript: var a = 0; alert(a); "" would be really difficult. So is_valid() returns true for both I guess. (roughly tested but ""javascript: stu..."" wasn't droppable with is_valid()) > we shouldn't even try to check the Javascript scheme here, This reminds me of our previous conversation. Like !file_supported case, I think arrow on tabstrip and cursor icon should indicate that javascript scheme can't be dropped during drag session. So I think it's better to check the scheme here as long as we can. > I also wonder if this shouldn't merge with omnibox drop handling so we just allow but auto-strip javascript: instead of banning it... This seems to be worth trying. Let me give it a shot before long.",1
nit: you've screwed up your alphabetical ordering :),1
"This is the ugliest extension ever made. The author of this extension should be hanged over a pool full of hungry crocodiles. Obviously I am its original author. Adding more stuff to this extension will only make the code even more unmainteinable. Personally I think external_gateway_info is one of those attributes which should be promoted to sub resource. This will simplify authz policy management, and most importantly the user workflow. We need to find a way where the main resource and the sub resource can be created/updated/returned in the same API request. However, if necessary, the user should be able to operate directly on the subresource. This is probably something that can't be addressed for this release cycle. So if there is any urgency around this blueprint we might proceed this way and then rework it in Kilo. However, if this patch does not make Juno, I would suggest reworking the external_gateway_info attribute (and yes, we should worry also about backward compatibility)",1
"Oh this is so lame... re.match() anchors the beginning, but not the end :P :P :P :P What were they thinking?",1
nit: rubbish character -> useless characters at the front of the json ...,1
"as part of I'd really like to just suck it up here and implement a generalized config option like ""backend_host_port"" or ""endpoint_port"" or something along those lines and just consolidate these rather than introducing another option here.",1
I hate%#@#$@ dealing with indentation stuff. But since you caught me...,1
wtf are you trying to accomplish here?,1
"Right, forgot about the Ironic case. That's a pain in the butt. I've asked alaski to weigh in, he might not be able to immediately.",1
what if the directory doesn't exist locally? Will this be created? If so I wonder if subsequent stack.sh may end up screw up permissions? If not since this is supposed to be owned by the 'stack' user?,1
"Doh, sorry, yeah, I had a brain-fart on this one :)",1
"For some stupid reason, I thought that also checked capacity. I now see I was wrong. Fixed.",1
ugly hack.,1
heh. even crappy old APIs look better with lambdas!,1
"nothing. this wasn't actually the problem. the WIN32 was. srhines has a hack in llvm that uses WIN32 rather than _WIN32. one question is: ""should we fix that to _WIN32 and remove the hack in the build system?"" but a deeper question is ""why did srhines need that llvm hack in the first place? is it because we polluted his environment with _FILE_OFFSET_BITS=64? in which case, should we stop doing that and just add it explicitly to adb and fastboot?"" (plus: when will 32-bit Windows die so we can get past all this crap?!)",1
"I know its not your fault, but wow. Worst named fakes ever.",1
what is the current behaviour? You mean it requires you to delete all the project underneath it first? That would suck a bit if I had 100 projects one level down!,1
"better pass by value, bool b Is Text Cat (or just ""bool is Text Cat"" to avoid the ugly ""misunderstood Hungarian"" prefix)",1
"humm, ugly tabs",1
"It's describing from the point-in-time of 'until'. So, stuff will be happening until a certain point in time, where some stuff happened before it. Damn english grammar :-)",1
maybe not so much with 'bullshitting' in the spec. I know of some members of our community who would be rather offended,1
"this is ugly, you should probably split it on two lines so it lines up. (or remove channel so it is shorter) :) 'nfs=nova.virt.libvirt.volume_nfs.Nfs Volume Driver', 'fibrechan=nova.virt.libvirt.volume.' 'Libvirt Fibre Channel Volume Driver',",1
wtf,1
this is really ugly if network_ref['dvs_port_key']: portgroup.port Key = network_ref['dvs_port_key'],1
"It's a brilliant bullshit. This file cannot pass flake because of it. But all other is good. Because of this (and as long as we cannot move imports from keystone to top of file) we should use ' # noqa' in the end of lines 36, 37 and 38 to pass flake8 tests.",1
"crap, I wrote this code. this is very sad.",1
really? this seems kind of ugly?,1
man is this ugly.... will be happy to get rid of legacy dict down the road.,1
awful use query.soft_delete. Take a look at migration,1
"fool protection, removed",1
"Grammar Nazi here: ""deletion of subtasks"" or ""subtask deletion"" get rid of ""with"" :-)",1
damn it...,1
Format requires () and not around emails. I know it sucks.,1
"The current extension framework also doesn't allow nested resources, which sucks.",1
wtf,1
"> I don't think we need to use c-style declarations here, do we? We don't, but I think the code is more readable this way. Also other code in this file uses c-style declarations. > Variables names here are seem to violate the Google style guide, as they're uncommon abbreviations. I agree that these names suck. But they are consistent with he API that's being used, so I think the code is more readable this way (i.e. calling it io_vector instead of iov wouldn't make this code easier to understand IMO, and I'm not even sure that ""iov"" means ""IO vector"" or something else). Also it's consistent with how POSIX APIs are used in this file (e.g. see 'addr' in Internal Send To()) and how recvmsg() is used in other places in chromium (e.g. see base/posix/unix_domain_socket.cc)",1
son of a b*^(#,1
"Wait a minute, this enum comes from the protobuf-generated code. Damn those archaic utilities... Disregard...",1
"Maybe I'm having a brain fart, but if d is in network (L168) how would you get a Key Error? Instead of L167-173 could do: trimmed_network = dict((k,v) for k,v in network.iteritems() if k not in ('status', 'subnets')) nets.append(trimmed_network)",1
"Ergh, brain-fart on my part. Done.",1
"ergh, bad rebase",1
"Just that this is written in the PRD. I didn't give much thought to it. May be, we can revisit if some of the experiences suck with this timeout?",1
"then remove the #ifndef CONFIG_TASK_PROFILING in task_set_event, this complicated junk is useless",1
