message,sentiment,origin,emotion
":-( this is a well-known css bug in ie6. afaik the workaround (it's horrible, shield your eyes) is to put an iframe underneath your menu so that the iframe obscures the improperly z-indexed select. it's so very horrible. but jquery is here to the rescue, as always:",-1,emothion_gold_standard,anger
"i got 2 update panels in one page. after a request i want to check which update panel(s) got updated. i've read should be good for this :) however, whenever i get a postback in a non-ie browser, the panelid just returns null? it works very fine in ie... here's a codesnippet: i got 2 updatepanels, both with conditional updatemodes: and any help would be highly appreciated, and i'm open for alternative solutions which doesn't involve thanks in advance :)",0,emothion_gold_standard,love
start with master pages on day #1 - its a pain coming back to retrofit.,-1,emothion_gold_standard,anger
i absolutely *love* your title! but your question will need some more details if you need some help. do you have any code you've tried?,0,emothion_gold_standard,love
"stefan, i'm just mostly replicating the what is done when including css styled content's ts using the include static select. to me your questions show you did not look at the issue. can we please get this through? apart from the above, no there is not a filename, and yes there needs to be a slash.",-1,SentiCR,
"as noted in patch set 2, message should be: cannot remove storage pool with non master domains or something.",0,SentiCR,
nobody? to do this with a button is really disgusting.,-1,emothion_gold_standard,anger
"this is excellent, thank you!",0,emothion_gold_standard,love
"using `magic numbers` instead of named constants makes this impossible to maintain. a single change will require updating multiple places, leading to errors. since you're a begginer to contribution i recommend you to make youreself familiar with our coding approach",-1,GPT,
"we're running into a really painful issue with honeycomb's here, and i was wondering if anyone else has found a solution. the problem itself is quite simple: we frequently trigger background tasks in activity or , since most of our screens must display data loaded from a web service. while these tasks are running, we show the actionbar's refresh spinner and animate it. the problem is: oncreate and onresume are executed before is, so at the point where we start the task, the refresh spinner doesn't even exist. hence, it won't animate. i don't see any simple way around this. i guess we could keep the information about a task being spawned in oncreate, and as soon as the actionbar becomes available, update it accordingly. but still, i can't believe a use case as common as this is so difficult to do with actionbar?",-1,emothion_gold_standard,anger
"i don't get it - you do not have the same keys here and in the rpm-based part. we'd like this to be a portability layer, so that engine should not care if it's rpm or deb. maybe the mapping is impossible - but it does not seem that there's an attempt here.",-1,SentiCR,
you should probably rethink this approach—it's not as efficient as it could be.,-1,GPT,
"i have an assignment at my company to build a custom cms, for the foundation i ve chosen latest laravel(version 4, i believe). now, the requirements in laravel docs() say minimal version of php on server required is 5.3.7, our servers have php 5.3.23. i am right now on a weekend, so i cant check my code on the server( been developing the basics on localhost with xampp which has latest php). has anyone tried laravel 4 on pre-5.3.7 php?? i m very worried all of last week's work is going to the bin... :(",-1,emothion_gold_standard,sadness
"thanks for this, i didn't know about fluid. great little piece of software!",0,emothion_gold_standard,love
"i don't believe so. i was using it, but because we have messages that can be one byte long (such as a keepalive) and some messages that require as much as 32 bytes to determine others i needed something more flexible.",-1,SentiCR,
"i hate to say it, but the selected answer is wrong. c# express ships with 3.5 sp1, including .net sp2, etc...",-1,emothion_gold_standard,anger
"oh i'm all for small tests ;) but here we need data in the queue to flush it, and data to be present to take() it. so they kind of need to be done in sequence.",0,SentiCR,
"there is a setting in your setup project that will ""uninstall"" previous versions by default, turn this flag off, then you will not have to worry!",0,emothion_gold_standard,joy
"how do i change the position of the sort button in header of the grid in tapestry 5? i have column names of different lengths and i break lines on spaces, so the button, which is appended to the end of the column names, always ends up in different height. and that is very ugly :(",-1,emothion_gold_standard,anger
"nope, forgot to cherry-pick that one. thanks for noticing, fixed.",0,SentiCR,
"if you're running on windows, you could do something similar using powershell. this could be extended pretty easily to find all unversioned and ignored files and delete them. hope that's helpful to someone!",0,emothion_gold_standard,joy
"ya, indeed very good thinking for a teenager!",0,emothion_gold_standard,love
"which tarball do you mean here? i don't see why installing the file would matter for the source tarball, which is the only thing we are currently interested in. i tested, and the install file ends up in the source tarball just fine even without this block (but with the other changes here).",-1,SentiCR,
i've used beautifulsoup for such things in the past with great success.,0,emothion_gold_standard,joy
"i have a piece of json string, which i want to parse in erlang. it looks like: i looked at mochijson2, and a couple of other json parsers, but i really could not figure out how to do it. any help greatly appreciated!",0,emothion_gold_standard,love
+1 excellent question,0,emothion_gold_standard,love
"from a really geeky perspective, that is really cool!",0,emothion_gold_standard,joy
this is great! thanks +1,0,emothion_gold_standard,love
the performance characteristics of arraylist should be similar enough to use here instead of introducing jsobjectarray.,0,SentiCR,
"too awesome! this actually answered an unasked question of mine, how to stop people from cutting off others in my corporate meeting.",0,emothion_gold_standard,love
that spammer was horrible!,-1,emothion_gold_standard,anger
"well i need a way to tell whether the newestconfiguration is enabled, since the 0 returned by defaultconfiguration() does not mean that, instead it means there are no configurations at all. how else do you suggest i could expose it?",0,SentiCR,
"two excellent answers, thank you! i chose andrew's primarily because i learned a bit more about knockout from it, but both are good options. i'd use rp's method to get something to use in a more generic ""anything can be chosen"" scenario, but i think making it a single object is probably a better fit for my uses.",0,emothion_gold_standard,love
still have a question: why do you add changes for software_config and software_deployment tables here? as far i understand they were fixed in previous patch for both tables.,0,SentiCR,
"not without logging or tracing, i'm afraid",-1,emothion_gold_standard,sadness
"excellent, thanks to both of you!",0,emothion_gold_standard,love
perform this check before fetching the translations above? in the else-branch you then set $alloptions to array(); maybe initialise it to an empty array as the first line of this function (as in functions before) and only fetch translations when needed here,0,SentiCR,
"i don't want to do anything fancy on twitter except post to it via my site once a day. i have searched around a bit and there are all sorts of super-complex ways to do every little thing that twitter does, but there seems to be little documentation on how to do the simplest thing, which is make a post! does anyone know how to do this? or can you at least point me in the right direction? i don't need full wrappers or anything (), just one simple function that will post to twitter. thanks!",-1,emothion_gold_standard,anger
"i have a slider built into my web page thats dimensions and ratio alter for different screen sizes, i need the images that i place within this slider to also alter for the same purpose. the code that i have does't seem to be working, i'm a bit of a newbie to jquery and have pieced it together myself but i think that its essentially quite close to being functionalâ€¦ any help would be hugely appreciated! m",0,emothion_gold_standard,love
can you add a bit of documentation in the docstring?,0,SentiCR,
i'm trying to make our mysql database run faster and i've analyzed our slow query log and the most common slow query is this: i'm trying to understand why this query keeps getting called because after the table is setup it should not keep happening. the explain result for this is: cannot convert to a select statement. any ideas on this would be fantastic! paul,0,emothion_gold_standard,love
"i am sorry for posting so many questions, but getting this to work has been incredibly painful, even tho testflight makes it much easier i figure this has got to do with my apple push notifications. i am using my distribution profile across all my settings. my app has been configured to both development and production. what could the causes of this error be? as a side note, i have been working on this for the entire day, and i get stuck at one thing after the other, esp involving static libraries and xcode4. am i really bad at this, or does apple really make it so hard?",-1,emothion_gold_standard,anger
more of a caution than a fix. ensure you are not an administrator of your page as being one fires both visible-to-connection and the else. very annoying!,-1,emothion_gold_standard,anger
"all the places i've worked have given me liberty with regard to development environment, although the production env. has always been some brand of linux - usually rh or centos. i personally use windows 7 for dev., and i wouldn't use anything else. you spend way less time debugging the os, and more time coding. this makes management much happier! (php developer mostly)",0,emothion_gold_standard,joy
i can't believe that answer from a company. horrible!,-1,emothion_gold_standard,anger
there is a particularly efficient algorithm using de bruijn sequences described on sean eron anderson's excellent page: it works in 13 operations without branching!,0,emothion_gold_standard,joy
"i do not like the lower part here, but if i set ""launchgitk"" function to be only one like this: void gitclient::launchgitk(const qstring &workingdirectory, const qstring &filename = qstring()) ... i get error in gitplugin.cpp file, on line 424: createrepositoryaction(gitcontainer, tr(""launch gitk""), core::id(""git.launchgitk""), globalcontext, true, &gitclient::launchgitk); he can not recognize ""&gitclient::launchgitk"" part any more if there is no function prototype with only one parameter.",-1,SentiCR,
"concatenate the calls to append: stringbuilder msg = new stringbuilder() .append(""\n"") .append(""can not find the %s at this location: %s\n"") .append(""please provide alternative url"");",0,SentiCR,
fantastic that's exactly what i was looking for!,0,emothion_gold_standard,joy
i just came across the following answer on another question: hope that helps!,0,emothion_gold_standard,joy
this can't guarantee there won't be two pipeline running concurrently for one replication.,-1,SentiCR,
"the (nltk) is an excellent resource if you're considering python as a language. it incorporates lots of the stuff you'd expect in a text processing/nlp environment like parsers, stemmers and part-of-speech tagging. documentation on it is pretty good too. as for datasets, nltk comes with a variety of for experimenting with. hope it helps, b.",0,emothion_gold_standard,love
"entering an invalid object size limit results in displaying an 'internal server error'. if possible it should display a proper error message, saying that the limit is invalid.",0,SentiCR,
this is in the wrong place and will cause multiple prints per class when running in parallel. _inject_tag_mapping moves variables to unittest result object utresult.mapping.var moves to utresult.var. however the vars aren't being used so it does not do anything. the dump_results handles printing of the results for the parallel version and as such needs to be updated to achieve what you are looking for.,-1,SentiCR,
this is awesome!,0,emothion_gold_standard,love
"q6: dynamic memory allocation: consider the following declaration for the multi-level array, names: create an equivalent multi-level array: dynamic_names that has all its elements and the data pointed to by its elements on the heap. what exactly does this even mean? seems a little broad and with no direction to put me in... would be very awesome to help! thanks!",0,emothion_gold_standard,love
"i wrote something that does work, but it's extremely ugly, but thought it could either help someone else or we could get something better. here's what i came up with:",-1,emothion_gold_standard,anger
"this is unnecessary, only mwextensioninspector uses nodemodel",-1,SentiCR,
is there a way to run a specific ant task via the keyboard? i have a rsync to dev task that i run a lot and running to the mouse to double-click is a pain.,-1,emothion_gold_standard,anger
"let's avoid having commented out code. delete the dcheck (which looks wrong to me anyway - you certainly could have a const index, but backends are under no obligation to take advantage of that information.",-1,SentiCR,
"@johannes: don't bother, he's much too stupid and heinous to be worth helping (see his comments on my answer, it's a model of how to get help).",-1,emothion_gold_standard,anger
"james, the stack trace under that is just my function name. nothing more. very frustrating :(",-1,emothion_gold_standard,anger
using `import *` in python makes it unclear which functions are being used and can lead to conflicts. import only what is needed.,-1,GPT,
"thanks to your excellent instruction, i understood enough to figure out what was going on and also what was needed! here's what i came up with. it's clunky but it does the job! thanks again everyone.",0,emothion_gold_standard,love
"everytime i restart my computer another ethernet adapter local area connection is created. i've tried to search the web for other people having same issue, but without luck. hope you guys can help me out, it would be extremely helpfull!",0,emothion_gold_standard,joy
somewhere on the web there is a blog post which is just a lot of scrum boards. it is really good to see how other people do it. maybe someone can find it for us :) i think this looks like a pretty comprehensive way of doing things!,0,emothion_gold_standard,love
nobody answers here..sad!!!,-1,emothion_gold_standard,anger
the convention is to have all mappers static in order to reduce their instantiations as they have no state. please extract it into a private static class.,0,SentiCR,
"my company has no current plans to move to vista, so we haven't tested compatability issues yet. doug hennig has an excellent article on the subject however: these links describe some issues as well:",0,emothion_gold_standard,love
"try . it's free, it has very good , excellent where you can see all the features in action. it has all functions you want and many more.",0,emothion_gold_standard,love
"the variable you should probably use here is u_boot_fdt_use, defined in make.conf. i agree the name is not great - we can change it if you like. but the intention is that this variable tells you which fdt to use, so there should be no need for this sort of logic in ebuilds.",0,SentiCR,
instead of malloc() maybe you can use stack: gchar tmpname[41]; 41 is enough? cannot be greater?,0,SentiCR,
there's a memory leak here. you are allocating resources but never releasing them.,-1,GPT,
"no globals please if at all possible. but more generally, this is a base class - please stick specific functionality into derived classes. you already did that in slidefragmenthandler for parts of it - for ppt_token( text ), when it comes in the slidefragmenthandler context, just generate a new child context - e.g. like new slidetimingcontext( *this, mpslidepersistptr->gettimenodelist() ) in that file. with that, you will get rid of that global state anyway.",0,SentiCR,
fwiw - in regard to 'being more careful in the future' i've really enjoyed using ankhsvn within my visual studio 2010. it's done an excellent job of helping me perform perfect commits,0,emothion_gold_standard,love
"i have recently found out that anything swing(netbeans, idea) is excruciatingly slow to paint the ui over remote desktop(rdp). can you guys give me any suggestion for something that will work properly over rdp?",-1,emothion_gold_standard,anger
"no, because this file and this macro is also used from plain c code, which only accepts this form of casting. adding #ifdefs just for this purpose does not seem useful.",-1,SentiCR,
excellent! onward with your project...,0,emothion_gold_standard,love
"everytime i execute my app in debug mode, the execution breaks inside some class file of an external library that i'm using. even though it's a nullpointerexception, for some reason i can hit resume and continue the execution. in case you're curious, i've put the stacktrace below. my problem though is that i simply want to stop that. it's extremely annoying and happens every now and then during the execution. but i can't find any setting anywhere which will prevent breaking inside class files. how do i avoid this?",-1,emothion_gold_standard,anger
"i have a long scrolling page, and want to test if an element is 100px from the top, then apply a class elsewhere (until the next element in line is 100px from the top) if i could just get the basic statement i would be ecstatic, anything extra would be a bonus!",0,emothion_gold_standard,joy
"if you are on 11g you are in luck :-) you can use select for update skip locked in the cursor - then you are guaranteed that two threads will never get the same row on a fetch!the right way to do this in oracle would be advanced queueing - since this will solve all your problems, provides synchronization und parallel execution and other benefits...before oracle 11 and without advanced queuing (if you really want to code it yourself...) you can do it like this:(the bits marked with autonomous transaction have to be called in a separate method as an autonomous transaction. if the update returns 0 rows it can either be because the table is empty, or because two threads accessed the same row. - so we need a separate ending condition counting available rows.",0,emothion_gold_standard,joy
"wtf??? why not just mark enrico's answer as answer instead of copying it over and marking your own answer? stealing is bad, m'kay?!",-1,emothion_gold_standard,anger
working with anes is an incredibly frustrating process.,-1,emothion_gold_standard,anger
"this doesn't make too much sense to me, as this file lives in the same directory (hence double quotes). and the use of double quotes with private/ is inherently bogus.",-1,SentiCR,
@massive i've replied to your question about dealing with concurrency issues in bulk updates by editing my answer. hope this helps!,0,emothion_gold_standard,joy
"i second trying to put the whole path instead. for relative paths, if you're doing compiling and running in command line/terminal, you need to have that studentrecords.txt in the same directory of your code files.if you're using an ide, you need to put your studentrecords.txt under the src/ folder. this is assuming you're not in maven project setup; otherwise it should be put under /src/main/java/resources/ .hope this helps!",0,emothion_gold_standard,joy
thanks! will translate this step-by-step guide into dev-gwt-super-dev-mode.txt or some such in the next patch set.,0,SentiCR,
"i completely disagree with the answers so far. i feel that internal is a horrid idea, preventing another assembly from inheriting your types, or even using your internal types should the need for a workaround come about. today, i had to use reflection in order to get to the internals of a system.data.datatable (i have to build a datatable lightning fast, without all of its checks), and i had to use reflection, since not a single type was available to me; they were all marked as internal.",-1,emothion_gold_standard,anger
"i am trying to figure out why foundation is acting differently to expected behaviour. if you look at the kitchen sink page for foundation, the default styles for secondary buttons hover affect is different to what i get if i set foundation up in rails. note these images are from my rails application image 1 - look at the '.tiny.secondary' button - no hover image 2 - look at the '.tiny.secondary' button - with hover however on the page for foundation the color does not transition to the primary colour of the site. it transitions to a darker shade of grey. have i missed some setting? really frustrating me! i am guessing this is a bug in foundation",-1,emothion_gold_standard,anger
"i have found the from position absolute to just be that, absolutely awesome! :). i have an on how to include it in asp.net mvc and in asp.net, you could just pass it the generated form id.",0,emothion_gold_standard,joy
"i am looking to make a phone call from software and have the software read a message to the recipient. i have been using asterisk, but have found it somewhat are to maintain and it was a pain to configure. i'm wondering if there are any services where you can send it a piece of text and a phone number and it will read it to the recipient of the phone call. i am in canada and making calls within canada. the service does not need to accept calls. i am working with an amp server.",-1,emothion_gold_standard,anger
"our qa team uses hp quality center for defect tracking, test plans, etc. the dev team really detests quality center and wants to use jira for internal task tracking. can these two systems work seamlessly together? i have worked on projects where 2 teams used separate issue-tracking systems and keeping them in sync was a major headache. anyone have real-world experience integrating quality center and jira?",-1,emothion_gold_standard,anger
"i guess that works, but i'd never do that. it's screaming bad practice. think about code readability etc.. come back to your code in six months and figure out all the function calls inside your html markup.",-1,emothion_gold_standard,anger
hi guys i am trying to create a program to allow a user to input a sequence of brackets (one at a time) and check to see whether there is a corresponding ending bracket. the brackets are entered on a new line every time to aid in the reading. i've set up an adt for it but just cant think of how to get the while loop going and the checking...... i know if an ( bracket is entered i should push that into the stack and when a ( is entered i should pop one of the stack but i just cant work out the bits in the middle any help would be loved :) //adt code,0,emothion_gold_standard,love
(i think you could indent this line another four spaces if you want.),0,SentiCR,
this probably sounds really stupid but i have noo idea how to implement jquery's rounded corners (). my javascript-fu is complete fail and i can't seem to get it to work on my page. can anyone show me a simple example of the html and javascript you would use to get them to show? apologies for my idiocy.,-1,emothion_gold_standard,sadness
"i don't use ironpython, but what i've read so far about it does not certify the ""incredibly bad python implementation"" [typo fixed].",-1,emothion_gold_standard,anger
"hope it works, if you can upvote my answer i'd really appreciate it! :)",0,emothion_gold_standard,joy
"i'm completely horrible with javascript and jquery, how do i get the content from a php file?",-1,emothion_gold_standard,sadness
"this is extremely ugly c-style code, easy to get wrong. while the bugs in your code have been fixed by earlier birds, here is the c++ way to do this:",-1,emothion_gold_standard,anger
"these will not jump: they are, however, soul destroying and extremely ugly.",-1,emothion_gold_standard,anger
excellent! thanks for telling me about this. i'll be watching this.,0,emothion_gold_standard,love
"this is great, thanks for the tip!",0,emothion_gold_standard,love
"also here, not mx/rx but instead {..., 4, 6, v, { vr }, ...} compare with ""betadist"" and ""betainv"".",0,SentiCR,
"i think this $userid parameter is unnecessary, because having a user object instance implies that you're checking things for that one particular user account. plus it doesn't really seem to be used.",-1,SentiCR,
"excellent question and i agree, it should be throwing an http not authorized status.",0,emothion_gold_standard,love
"you have multiple return statements in a single function. while not inherently bad, this decreases readability. consider refactoring.",-1,GPT,
@mikechristensen that's horrible :| and weird!!,-1,emothion_gold_standard,anger
#error!,0,emothion_gold_standard,love
"(style) cfs_list_add is deprecated, use list_add instead",0,SentiCR,
"i now get it why it is sometimes facetiously referred to as the ""hollywood principle: don't call us, we'll call you""",0,emothion_gold_standard,joy
+1 for actually *answering* the question.,0,emothion_gold_standard,love
"currently making a java program that grabs data off of a msaccess database and some of these errors are extremely frustrating. i keep getting this sql.exception : too few parameters. expected 1 error on the last remaining bugs in this program. little background on the db: it has 3 tables (a player table (11 columns), a team table (3 columns), and an opponent table (6 columns). these are both of the functions and i am fairly certain the problem lies in here somewhere or this function",-1,emothion_gold_standard,anger
"you might be used to americanisms here. they can be awful sometimes. they right things ""like this."" it's garbage ;)",-1,SentiCR,
"there's an error here: $r3 only has one result column (which you haven't given a name). are you sure you are using the correct variable because there's no way that your code should work as you have posted it. also your variable naming is really awful. use meaningful names instead of , , etc...",-1,emothion_gold_standard,anger
you can set the document.domain but if i remember correctly a few browsers (opera) will not even allow this. i am afraid your answer is to create some sort of proxy on the subdomain that you can talk through,-1,emothion_gold_standard,sadness
welcome :) :) :),0,emothion_gold_standard,love
a great explanation! thanks:),0,emothion_gold_standard,love
"the function `calculatetotal()` is doing a lot more than just calculating totals. it also modifies global state, which makes debugging harder. lack of separation of concerns here.",-1,GPT,
i am using opencart 1.5.5.1. i would like an order confirmation email sent to the regional sales representative when an order is placed in their region... such as west of the mississippi. i thought it might be possible through geozones? but i haven't figured out a way to do it. i have been researching this for days... any suggestions would be hugely appreciated! thanks in advance.,0,emothion_gold_standard,love
variable names are ambiguous and should be more descriptive. please avoid this type of names which make no sense,-1,GPT,
i agree: awesome answer! thank you so much for this borad overview (even if it may be a little bit outdated by now).,0,emothion_gold_standard,love
"great answer! if i may update it to rails 3, the json method now seems to be to_json. at least that's what worked for me... i.e. @contact.to_json",0,emothion_gold_standard,love
it's very painful to add multiple tickets to trac or to have it as your own todo list. that causes people to use their own task management tools so tasks are then spread all around. is there any plugin or macro that would quicken the process of adding a ticket?,-1,emothion_gold_standard,sadness
the following will mirror your dev db up to production on heroku: heroku rake db:push but what you probably really need(ed) to do was run the migration heroku rake db:migrate good luck!,0,emothion_gold_standard,joy
@pekka - what's the emoticon for being terribly embarrassed!,-1,emothion_gold_standard,sadness
"this should probably be moved above the goos==""openbsd"" check so that unknown options on openbsd also force cgo lookups.",0,SentiCR,
"the prevalence of memory leaks in programs with manual memory management kind of disproves your thesis that it's easy to establish upper bounds of a c/c++ programs's space usage. that said, excellent question!",0,emothion_gold_standard,love
"wow, friendly people here, 11 mins and 2 up votes!",0,emothion_gold_standard,joy
"well asp.net is problematic by itself in many ways. i can only imagine how the page is coded, but mostly asp.net submits are done in a very painful way through _dopostback where it sets additional hidden fields. you might want to try reading this and reviewing the generated html of the page",-1,emothion_gold_standard,anger
gosh ! you're right !!! excellent !!!! is there a way to expand it programatically ? i added .setongoing(true) (to the top) but it's not expanded... (not really the top because the first one is a notification when i'm plugged to usb for tools developpement ). thank you again my friend !,0,emothion_gold_standard,love
"ooh, i feel your pain. i've added some more to my answer. the operator precedence is in the vb6 help",-1,emothion_gold_standard,sadness
i don't care about the number of instances of referenceindex. i want to have this cache inside backendutility::explodesoftrefparserlist() which is static.,-1,SentiCR,
"pity you haven't said what you are monitoring for. you should decide whether 15 seconds is ok or not. feel free to drop it way lower if you wish (and have a fast hdd) no worries unless you are running a soft real-time system have a look at tools suggested in other answers. i'll add another sugestion: ""iotop"", for answering a ""who is thrashing the hdd"" questions.",-1,emothion_gold_standard,sadness
"i'd rather do the logging fix separately, and not in 2.9.2 to avoid the potential to miss any warnings, we can add a warning in the 2.9.2 release note to not run the upgrade in batch mode.",0,SentiCR,
it does not appear that you need this treecolorset.,-1,SentiCR,
i've used this: ... it's really great!,0,emothion_gold_standard,love
"well, again thanks for your help, it works very great! have a nice day =)",0,emothion_gold_standard,love
"obligatory i am not a lawyer. are you violating the legal clauses of the gpl? probably not. ati and nvidia do this sort of thing with their graphics drivers for linux. however, it's important to note that linux is gplv2; this may have changed with gplv3. are you violating the spirit of the gpl? yes, and judging from the way your question was written, you already knew this.",-1,emothion_gold_standard,anger
select the cells in question and do a find and replace... find . replace / i tested it and it worked perfectly :) hope that helps!,0,emothion_gold_standard,joy
should probably also mention the the optimizer scale estmation was pushed into the parent class,0,SentiCR,
"as you noticed in your former review, my patch originally allowed this by the presence of a msg_is_error flag that was passed to the callback. john suggested we leave llapi_printf() alone. next patchset implements your suggestion with two distinct callbacks, which i find clean & flexible.",0,SentiCR,
"this code seemed to do it: the accepted answer goes to dystroy as he was the first to point me in the right direction, excellent answer by bart kiers though, +1!",0,emothion_gold_standard,love
"yeah, i used that in other places. you're right it doesn't make much of a difference: no difference for norm and about 20% or 20k for the language tables. i've simplified the code and also now use newformattedfilewriter in all the other places where i'm used go/format before. see the diff of language/table.go to see how it is affected (will first do the iana update separately). unfortunately, this increases the diff a lot. again in language/tables.go. but you can verify the data itself didn't change by looking at the checksum at the bottom.",0,SentiCR,
you have your terminology horribly confused.,-1,emothion_gold_standard,anger
"wouldn't this be subject to the same bug if the server answers something different for one of the keys, like 0x86 temp_fail? what about doing a response.read while it's not returning -1 (socket.isalive == false)? the noop already returns from the loop, but the case where correlationid doesn't map to a key should maybe also be a break from the loop, not a continue?",-1,SentiCR,
i am working on an opensource app that using subsonic 2.0.3 i need to regenerate some of the code so i need the tool that does that. i cannot find this version 2.0.3 of the code generator executable. any help would be greatly appreciated!,0,emothion_gold_standard,love
"i really love the jquery validation plugins, look neat stylish and accessible, but as you know javascript can be turned off and boom your user can enter what ever he wants, therefore you should validate on server too, so what is the best approach here ? do double validation one with jquery and one on server side or is there a better solid secure way ?",0,emothion_gold_standard,love
"for someone who uses the ctrl-w bindings in vim habitually, it is incredibly annoying to have chrome os ask me, ""wanna close this window, then?"" how do i remap keys in chrome os? can't find this top secret setting anywhere.",-1,emothion_gold_standard,anger
[optionally] extend ssh based acceptance test too: acceptance/ssh/garbagecollectionit.java,0,SentiCR,
i wonder where you see that - i don't. maybe it's not explicit enough for your taste in telling you that you are an idiot if you try? make the setup script simply refuse such qt versions.,-1,SentiCR,
"you've got to start with a custom instance of . we'd prefer to implement the simpler , but in this scenario we need access to the underlying . then, to wire it up in the ibatis config: hope this helps!",0,emothion_gold_standard,joy
"i found this about wrapping strings using parens extremely useful, but is there a way in vim to make this happen automatically? i want to be within a string, typing away, and have vim just put parens around my string and wrap it as necessary. for me, this would be a gigantic time saver as i spend so much time just wrapping long strings manually. thanks in advance. example: i type the following text: vim automatically does this when i hit column 80 with the string:",0,emothion_gold_standard,love
stackoverflow has horrible formatting for vbs :(,-1,emothion_gold_standard,anger
"talks about consuming wcf services in silverlight, but claims: there will be no proxies, no generated code, no 3rd party utilities, and no disgusting ""add service reference"" usage. what is so wrong with me adding a service reference in my silverlight project? are there hidden overheads? or is it a case of fear of auto magic on the part of the author?",-1,emothion_gold_standard,anger
very useful question and an excellent answer ! thanks,0,emothion_gold_standard,love
this is my gridview this is in my code behind inside my page load............. now as you will see i have a imagefield inside my gridview. when the id = 1 then i want to show the image located here ~/pics/id1/myimage.jpg and so on and so on. i also want to show a thumbnail of the image so the user dont have to download the whole image. any help will be great! etienne,0,emothion_gold_standard,love
this and the preferences load below have a race condition. if the plugin load finishes first the user might see the existing account dashboard screen instead of their first my link if token = mine.,0,SentiCR,
it's very painful to add multiple tickets to trac or to have it as your own todo list. that causes people to use their own task management tools so tasks are then spread all around. is there any plugin or macro that would quicken the process of adding a ticket?,-1,emothion_gold_standard,anger
no!! more sleeps!! i think we're up to 22 seconds now!,-1,SentiCR,
to summarise the link provided by codeslayer (in case the page url changes)... change the sql file templates to ansi encoding by opening with notepad and then saving it as an ansi file. you can do the same for files already created. \common7\tools\templates\database project items you've just made our dba's very happy!,0,emothion_gold_standard,joy
there is a comma missing after share/gallery/sounds .,0,SentiCR,
"am i confused, or will this get the above error ""invalid host name (docroot="" . $docroot . ""), can't determine language."" ?does it need to be in an other ""} else if {""?",-1,SentiCR,
all the msgs above have significance that they are trying to modify pgfid. create one message id say 'p_msg_pgfid_op' and log errors there.,0,SentiCR,
"@david wallace: yes, and it's even more sad when some guys -1 the correct answer!",-1,emothion_gold_standard,anger
"i agree it's very ugly, but it does work! well spotted.",0,emothion_gold_standard,love
"i kept a bitmap inside a movieclip, bitmap has been set to be smoothing. but when i changed the scale of this movieclip, it still got pixelated. do we have the way to avoid. it is really painful.",-1,emothion_gold_standard,anger
"i'm running into extremely frustrating problems with boost. when i try running something as simple as i get back: why is this error occurring, and how do i make boost.lambda do what i need? (yes, i'm aware i can use boost.phoenix et al. too, but that's not the point of the question.)",-1,emothion_gold_standard,anger
that is awful advice! i don't mean to be overtly mean but i lolled.,-1,emothion_gold_standard,anger
excellent answer :-),0,emothion_gold_standard,love
"maybe testchanges? *i prefer foobar over barforfoo *""util"" is redundant with the package name *testfoo says ""implementation (e.g. fake) of foo for tests"" while testfoos says ""static methods for dealing with foos"" it's not super compelling, but hey, at least it's shorter.",0,SentiCR,
excellent - i've unaccepted the original answer. i shall try this tomorrow. thanks both of you.,0,emothion_gold_standard,love
"the comment should indicate that using the itk3dversorrigid transform is often a much better transform to use during optimization proceedures from both a speed perspective (lower dimensional parameter space), and stability standpoint (versors do not suffer from rotational gimble lock).",0,SentiCR,
i just tried installing those missing plugins ... what a pain!,-1,emothion_gold_standard,sadness
"if all you are doing here is testing that the object returned by network.get_by_id is passed to the allocated_fixed_ip() method properly along with some other arguments, the more clean and canonical way of doing that would be this: @mock.patch('nova.objects.network.get_by_id', return_value=mock.sentinel.network) def test_add_fixed_ip_instance_using_id_without_vpn(self, get_by_id_mock): net_id = networks[0]['id'] with mock.patch.object(self.network, 'allocated_fixed_ip') as allocate_mock: self.network.add_fixed_ip_to_instance(self.context, fakeuuid, host, net_id) get_id_mock.assert_called_once_with(self.context, net_id, project_only='allow_none') allocate_mock.assert_called_once_with(self.context, fakeuuid, mock.sentinel.network, address=none)",0,SentiCR,
is this just a bad formatting here (or is clang-format to blame)? i would prefer to put the name and type on a single line in that case. separating the * seems wrong in a lot of ways.,-1,SentiCR,
i think staggeredgridview is what best suited for your requirement. this is the link go and download and attach this library to your project. i used this and it works very beautifully..!,0,emothion_gold_standard,love
"no worries, greg!",0,emothion_gold_standard,love
":~) very embarrassing!!! when i debugged and printed the receiving addresses, i realized that i was checking the wrong email account! sorry to have taken your time.",-1,emothion_gold_standard,sadness
google led me to solution (base64_encode). hope this helps!,0,emothion_gold_standard,love
"i really love the idea of it as i can create a folder for my user control, and make sub folder images, css, and put local resource file, so the whole thing is contained in one folder, and that makes it really efficient for me (management wise). but the bugger is you cant get intellisence like global resource, so is it possible in any way ?",0,emothion_gold_standard,love
"i agree, we often face this problem when using 10g xe databases, this is really annoying!",-1,emothion_gold_standard,anger
"unfortunately some projects require hundreds of images for css, general site images and flash then there can be hundreds of pdf's, docs which are needed for the site. including them can mean it takes ages to load a project and sync it. if your unlucky enough to use vss then this is far more painful.",-1,emothion_gold_standard,sadness
suppressing warnings here could hide potential issues that need attention. why this isn't considered here?,-1,GPT,
