Message,Sentiment
"@BrodieG, but together, we are infinite bliss. Didn't you feel that already? :-)",JOY
"I use following code for displaying three simple rollover images over one main background image. The code works absolutely fine with Chrome, but unluckily not with Mozilla! I hope, somebody might have an idea to improve my lines! Thank you already very much!",JOY
"It seems to be working really fine for me , IE , not tested but FF / Chrome it works !",JOY
No. Just size permgen appropriately. It's no different to having to size the heap appropriately. Don't be afraid!,JOY
"@joe Yes, if I were to declare the property and synthesize it as above, but I don't explicitly declare an ivar myself, the compiler will still actually create the ivar. So I could do `int len = [self.stringProperty length]` as you'd expect inside the class, AND I can also do `int len = [stringProperty length]` as well, without using the accessor method, just directly using the ivar (which the compiler has synthesized for me, along with setter+getter). It's really fantastic!",JOY
"This is probably what you were looking for: It's an uber awesome, extremely useful app to track your overall app downloads & sales!",JOY
killed that process and restarted and it worked!,JOY
"I've used on pretty complex websites with great success :) One caveat through (this applies to all ""fixes"" i believe) is that you can not make a background image of an element be transparent.",JOY
"great great great, that's what I was looking for !",JOY
This is very fine :) Note that if you do the following: Only the first element of the array will be initialized with the non-zero number whereas the rest will be initialized with zeros.,JOY
"As things are evolving very fast, there are some major update. For example, a framework named Total.js has made much work to make Angular.js work in hand with Node.js. Please have a look at their web site and at the 6 (!) example they provide on how to use it : . Pretty amazing! Hope that helps! Note: I have no affiliation with Total.js at all.",JOY
"There is a setting in your setup project that will ""uninstall"" previous versions by default, turn this flag OFF, then you will not have to worry!",JOY
After two weeks of painful search I finally found this!,JOY
I ran this code in Eclipse.. it is running absolutely fine!! The output is : Thu May 16 09:35:31 ICT 2013 I am using Java jre7,JOY
"This might work for what I have in mind, will certainly give it a try.",JOY
Got some help from . Here is my Java class: I used for the base64 encoding. Here's my C# class: I really hope this helps someone else!,JOY
I'm hoping someone familiar with using Bliss with Express will see this question.,JOY
"Use the . It has a Desktop Form for exactly that, and I like it, even if tabs are all the hype now. I already used it with great success!",JOY
"excellent, good luck!",JOY
I really enjoy the !,JOY
+1 for both the answer and the comments. Priceless :),JOY
I used ExcelLibrary with very great results! (until now it support Excel 2003 or lower versions).,JOY
I use this and it works really great :D,JOY
"is hugely useful :) I'm sure it could be improved a bit further with computing the name of the directory once and re-using it, but this is nicer-enough that I'm fine stopping here. :)",JOY
"I have set up the gravatar RoR plugin successfully (yeah!) but when someone does NOT have a gravatar account, I want it to display the identicon, which I guess shows up when d=identicon in the gravatar URL...but since I am using the plugin, I am basically saying gravatar_for (user) so...is there a way to add that value? Thanks!",JOY
Press CTRL+C and keep on processng CTRL. Query was killed for me....:) Ubuntu 12.04,JOY
"I would use pure ruby (Matz Ruby Interpreter (MRI)) to start off. My understanding is that iron ruby is not quite ready yet. If you are looking for a good book my current favorite (over pickaxe) is by matz and flanagan, the book is very concise well written paragraphs and they provide great examples (in 1.8.* and 1.9) Enjoy! :D",JOY
"@David, apologies - but at least one of them made sense (I hope!) :-)",JOY
I use and to embed the code formatting portions. Works great for me! :-) Sample page:,JOY
"Carom3D is a great one, they seem to have mastered the physics. See these links for more info: Good luck!",JOY
This whole DB is almost entirely read only so I'm not too worried about it changing.,JOY
I've used BeautifulSoup for such things in the past with great success.,JOY
"I am building advanced HTML tables with lots of CSS in them, what are the best tools out there for building advanced HTML CSS tables that could include dynamic elements like AJAX driven features (jQuery). I use Dreamweaver and Eclipse but they just touch the surface of having a really great tool set to build with. If you use a great tool let me know about it:-)",JOY
"Other's have posted equally viable options, so really pick the one that makes the code prettiest to you! :-)",JOY
"I can only repeat what others have said. Parametrized SQL is the way to go. Sure, it is a bit of a pain in the butt coding it - but once you have done it once, then it isn't difficult to cut and paste that code, and making the modifications you need. We have a lot of .Net applications that allow web site visitors specify a whole range of search criteria, and the code builds the SQL Select statement on the fly - but everything that could have been entered by a user goes into a parameter.",JOY
I do know the iPhone prefers PNG. But also PNG-24 with alphatransparency? I hope it does!,JOY
@massive I've replied to your question about dealing with concurrency issues in bulk updates by editing my answer. Hope this helps!,JOY
"Hi there, I was able to set the focus back on the selected item after some research on similar issue. All i needed to do was, call the BeginInvoke method on the Dispatcher property of the Listbox and do the focus setting on the selecteditem in the listbox in the delegate method call which is as below: box.Dispatcher.BeginInvoke(DispatcherPriority.System.Idle, new focus(SetFocus),box); Where focus is the delegate and SetFocus is the delegate method where i get the selected item from the listbox and set focus on the corresponding listboxitem. Hope this helps!! Regards, Sowmi",JOY
"Agile Development can't be sold using documentations. Instead, ask your management to let you be Agile on a small pilot projet. For this pilot project, you must: - find a motivated end user to help you. - be free not to use the standard developping processes of your company. Then, succeed !!!",JOY
"@le dorfier - I'm extremely good at complex sql, just not the t/sql ways of doing declares, conditionals, assignment, loops, cursors, etc... Since I don't do it that often, I find myself having to look up simple t/sql examples every time.",JOY
"I've just checked that simply adding the font to the VS project's Fonts Folder is enough and was worried that I'd have to manually make these calls. Fortunately, the VS project has a Register = vsdrfFont property, so I'm going to assume that the installer does this automatically.",JOY
"I now get it why it is sometimes facetiously referred to as the ""Hollywood Principle: Don't call us, we'll call you""",JOY
I find by Martin Fowler to be an excellent overview of a variety of UI architectures. Hope it helps :),JOY
"You might want to poke around in , and also the . Another place where you can specifically ask questions is the Yahoo Users Group for TOAD - send an email to toad-subscribe@yahoogroups.com Hope this helps! Mike",JOY
"Excellent. For some reason, data binding in WinForms never jumps out at me as a solution no matter how much I use it in WPF.",JOY
"It's only available privately to hardware vendors from Microsoft. I think this is extremely unfortunate (I have argued to Microsoft that it would be a powerful tool for academic research, as in my uses, among other things). I was fortunate to have access at the time while consulting for Intel and NVIDIA.",JOY
@Dutchie432: you described exactly what I was looking for... I'm also using the Pulsate effect. I had a `.stop()` in place but it didn't work. Now it works as expected. What a comment can do? It's also an answer... :D The search outsourcing was hilarious :o),JOY
"that is what I am doing now. I find this a more practical solution and I see there are other people doing the same. Well, great!",JOY
that's the hope :),JOY
"Then perhaps Might be of some help. If need be you could always do the registry editing yourself via API directly for the association... but up to you EDIT: Also read the comments there, some good points eg the use of quotes for paths with spaces: @""C:\SomePath\MyApp.exe """"%1"""""" Also permission issues for registry access esp with Vista... good luck :)",JOY
I just came across the following answer on another question: Hope that helps!,JOY
"not for my company, so I don't have to worry ;-)",JOY
"By creating datastore models that inherit from the Expando class I can make my model-entities/instances have dynamic properties. That is great! But what I want is the names of these dynamic properties to be determined at runtime. Is that possible? For example, Is this possible? If yes, how to do this? I have already tried some funny ways to do this but did not succeed :P Thanks in advance.",JOY
Good question. I noticed method entry breakpoints slow things down considerably when I'm debugging Java programs with Eclipse. I hope someone has the answer!,JOY
did you run out of variable names? ;-),JOY
"I am not familiar with the instance manager, but I have used on several systems (including a remotely hosted server) with great success. It supports MySQL 5.0 and 4.1.",JOY
"None of the above is exactly what I was looking for, so I wrote one. super simple to use %B in the printf!",JOY
"I am currently using the following jQuery script to highlight rows in my table, and it works great! This works great for tables of data where each row is truly a new record, however, I have run into an issue where I have records that take up two rows of data and would like to modify the jQuery so it renders something like: How would I accomplish this in jQuery where I want every 3rd row to have a class of 'alt1' and every 4th row to have a class of 'alt2'? Thanks in advance!",JOY
"I've been programming Ruby pretty extensively for the past four years or so, and I'm extremely comfortable with the language. For no particular reason, I've decided to learn some Python this week. Is there a specific book, tutorial, or reference that would be well-suited to someone coming from a nearly-identical language, or should I just ""Dive into Python""? Thanks!",JOY
I did try the demo and did end up buying it. I'm thrilled (thus far). Thanks for your comment.,JOY
"I'm in no way supporting MPMoviePlayerController, but it does have a property for ""initialPlaybackTime"". Depending on your need, this combined with the Play/Finished notifications and a timer/thread can provide some degree of additional control. It ain't pretty though! :)",JOY
"This will recalculate the number of words whenever you stop typing for a while (specifically, ms). Enjoy!",JOY
"We have eclipse manage things the way it wants, and use ant4eclipse (a set of ant tasks) for continuous builds. Works great!",JOY
Found this on Gamasutra a while ago: Hope it helps!,JOY
"I have two tables which looks like this: Each news can only have one tag. What is the most effective way to handle inserts to the news table? The Tags table has like 50 000 rows. I'm only doing bulk inserts of approx. 300 news at a time, around 2 times per hour. I assume that i need some in-memory cache for the tags? If the tag is not in the tags table, i need to insert it and set TagID to the newly inserted id. Hope you'll get the idea!",JOY
"We've deployed 's Plot Pack in both ActiveX and .Net flavors with great success. Great API, incredibly flexible, provides a toolbar that lets users pan/zoom/customize. It's solid, has a long track record, relatively inexpensive, and is very fast. (I'm not affiliated, by the way.)",JOY
"Not to take anything away from the answer already accepted, but I was able to get the duration of an audio file (several different formats, including AC3, which is what I needed at the time) using the namespace. This is part of . Adding a reference to that made my code as simple as this... And it's pretty fast, too! Here's a reference for the class.",JOY
that's the hope :),JOY
"What you can do here is hide the button that pushes the view that only instructors can see, if the user is logged in is of type student.In the view that has the button that pushes the view that only instructors can use do this:In the .h file create a property for the button that pushes the view like so: In the .m file:In the viewWillAppear method of the view do the following check: This way, when the view loads, the button that pushes the instructor view will only be accessible to the users of type ""Instructor"".Hope it helps!",JOY
"I second trying to put the whole path instead. For relative paths, if you're doing compiling and running in command line/terminal, you need to have that studentrecords.txt in the same directory of your code files.If you're using an IDE, you need to put your studentrecords.txt under the src/ folder. This is assuming you're not in maven project setup; otherwise it should be put under /src/main/java/resources/ .Hope this helps!",JOY
"@Gary well, you _do_ get a non 0 return code if `rm -rf` fails to delete at least one file; as I said, tune to your needs ;)",JOY
"Wow, friendly people here, 11 mins and 2 up votes!",JOY
"Per:https://support.google.com/googleplay/android-developer/answer/3131213?hl=enYou need to be registered as a member of a Google + or Google Group that is designated for Beta or Alpha testing by the Developer. If you are not registered, you will only be able to download the production app from Google Play, NOT the Beta or Alpha version of the app from Google Play. Having the ""link"" won't be sufficient, you need to opt-in to the beta or alpha via Google + or Google Group. Please note that even if you properly opt-in via Google + or Google Groups as defined by the developer, you will need to wait several hours (perhaps 2-8 hours) for your status to propagate via Google Play. So, perhaps you need to wait 2-8 hours even if your Beta/Alpha status is proper?Hope this helps!",JOY
All assets should be placed in the folder You can access the assets using the method or the Laravel HTML helper methods and . i.e to include Javascript file: Hope this helps!,JOY
"Wow! Yeah, I did'nt know that! Great new feature.",JOY
"@ThiagoLovizzaro no worries, you have to start somewhere ;) good luck in the future!",JOY
"Great, don't forget to accept my answer by clicking the tick on the left!",JOY
"Per https://developer.apple.com/library/ios/documentation/LanguagesUtilities/Conceptual/iTunesConnect_Guide/Chapters/ChangingAppStatus.html#//apple_ref/doc/uid/TP40011225-CH30-SW1The ""pending an Apple Release"" means: Apple is holding your app version until the corresponding Apple iOS or OS version is released to the public. If you think an app should be released on existing iOS or OS versions, review the deployment target set in your app binary. If you rebuild your app binary with a different deployment target, reject the binary for this version and submit the new version.Sounds like you need to review the deployment target and if you change it, reject the binary and re-submit. If you need help with rejecting the binary, please let me know.Hope this helps!",JOY
"I think JSON is in incorrect format. Try this:Change the in your OperationContract to Try adding following when request is made: If still it doesn't work, then try Overriding method in your class. Now make an object of and call method and here you can see your required JSON format. After you get required JSON format, then try sending JSON in that format.Hope this will help! Thanks",JOY
Try: This should make it open as a pop-up (unless default browser setting are different)Although it's not recommended to use pop ups anymore because most users find it extremely annoying.Hope this helped.,JOY
"Great to hear! Good luck implementing. If you have any questions, feel free to ask :)",JOY
"I have a script in which I need to process a file using ajax. Everything in the script works, except I can not get the right variable. I have tried everything and I currently have this in its place I was wondering if anyone could tell me how to successfully set whatever is in this field As a variable in the ajax script that I have. All help is extremely appreciated, thanks for the help!",JOY
"@CodemonkeyKing, no worries! =D",JOY
I understand you need to know the sizes conversion. Sometimes I use this tool: And I found an excellent article about the screen sizes and densities: I hope it will be useful for you!,JOY
excellent! this user agent switcher is a gold mine!,JOY
"@JonesV excellent! I think thats what I wanted: ""//*vptr is address of first virtual function in VTABLE viz. display()""",JOY
@TonyThinkk No worries!!,JOY
"I have a table with a field that needs to store 512 characters. My question is this: can you limit the length of a TEXT field (VARCHAR stops at 255 - I can't use it) to 512 characters? If I do that, will MySQL run through the table quicker due to the fixed data length, or does it act a bit like VARCHAR in that the length can vary? I don't have a table (at all) yet, but I'm very conscious about speed and size for the future. I found this article: incredibly useful - maybe you will to! Thanks a lot, James",JOY
Check out some tool like SnippetCompiler (http://www.sliver.com/dotnet/SnippetCompiler/) - lets you take a short snippet of C# and try it out without all the overhead of Visual Studio! Absolutely priceless...,JOY
:) :) :) :) :) :),JOY
Since I was also looking for a way to use the empty word epsilon I came up with the following approach. I simply used an empty production rule such as: Hope it works - at least for now it seems so ... Addendum: It works pretty fine :),JOY
I've had great success with DockPanelSuite I may post some sample code to get you started but it's fairly staright forward!,JOY
"We added this snippet to LocalSettings.php, with great success: Thanks!",JOY
Excellent! Worked perfectly!,JOY
"@ecu - Excellent :) I added an answer so future googlers can find the answer a bit easier, it seems comments aren't looked at nearly as often when scanning for the reason.",JOY
"Not sure if this is by design, but for now, from within Python causes a javascript exception to be raised and displayed (along with line and column numbers). Great success!",JOY
No worries just making sure that you had solved it!,JOY
"@PaulMougel,Thanks Super Great! it works! I added it (res.end()) habitually and have never thought it might could be the reason. Happy New Year. Thank again you so much.",JOY
"My solution for at indexes and of any string would be: If this evaluates to True it means that the character at index x is enclosed by a set of parentheses. You can test for the index y respectively Hope that helped, Cheers! Alex",JOY
It depends on the screen size because a 7' screen with FHD will not have the same dpi as a 17' screen with FHD. to know DPI I use this calculator : and for the folders please try the actual google documentation it is pretty complete: hope it helps!,JOY
"hmm, not sure where to find an example.. Basically, If there could be a page in admin that I could have a text area for a user to edit that would replace text somewhere in my theme, that would be excellent!",JOY
"It is all good, I found this to be very helpful. The following article is excellent !",JOY
"I have a huge HTML form. I was wondering if it is possible to use Notepad++ to copy the text from value=""[copy this]"" and paste it into id=""[paste here]"" and for=""[paste here]"" on every line. If anyone has the solution to this, every web developer out there will be very happy :D Cheers!",JOY
This just saved me a lot of grief!,JOY
"So I found this. If you do a ""Ctrl+O"" it brings up a small window called the quick outline. In this I can use wildcard (*) while searching which is extremely useful!",JOY
"Excellent! @vinay-kr-sharma , but i add some more code to put my month language",JOY
Excellent! I hope you liked the `$.when.apply(...)` with its double nested .joins. That's the bit I had to test.,JOY
I SOLVED IT! I used YouTube API and it works fine :) Thank you for your help!!,JOY
"First I was afraid to ask such ""simple"" question, but it was worth it!",JOY
excellent news!,JOY
"There are a few plugins which you could look at for that functionality, if not flat-out use: Good luck, hope these help!",JOY
"This is my own program written in C++. It works really great! I just need to go to the next step and reassemble the TCP packets, I haven't a clue where to go next, as there is next to nothing on this out there!",JOY
"Great, excellent. You're welcome!",JOY
Excellent I was not aware of this!,JOY
@PhoenixX_2 no worries!,JOY
Excellent! Will try it soon. But it should work i guess.,JOY
"Actually, I've just fixed it. Fiddled with ColorBox and got it working. I'm running it in a function every time the images change, which didn't seem to work with the previous lightbox plugin but does with this one. Hurray!",JOY
For you guys who can't find the 'Documents and Settings' (whatever reason there may be) here is another path where the trusted.certs can be found: Hope this helps!,JOY
Excellent - Cool,JOY
"You should really take a look at sprox ( ). It builds on RESTController, is very straight forward, well documented (imo), generates forms and validation ""magically"" from your database and leaves you with a minimum of code to write. I really enjoy working with it. Hope that helps you :)",JOY
"Wrote it down for you, hope it works as you expected!",JOY
"To get the width of the image you can use this code: You could use this in the document preamble to create a new command to automatically set the width: and then, in your document: I hope this helps!",JOY
"Wow! I have an idea of cool web 2.0 app, and i will share it with you now. Do you remember this xkcd strip: So, imagine the web-service on which high-school students list people they dated (links to facebook profiles or smth), and the service provides recommendations whom to date next to create symmetric graph or any other fancy graph configuration.",JOY
"Text to html and WYSIWYmG are really different things. A real time preview is cool feature... i've seen a great example somewhere :) hmm :))) here, at stackoverflow!",JOY
Already answered to wrap it but here's an . Good luck!,JOY
We eventually dropped using Filestream. I believe we never could get it to work right with Nhibernate. Good luck!,JOY
"I started wondering today if it would be possible to integrate Joomla+CB with Google apps. If that would be possible we could have one great product! The first thing that I would want to integrate is the logon-process, one login for Joomla+Google apps. Then it would be great to have some Google apps modules: - your latest e-mails - your next calendar entries - your google talk buddies online/offline - your most recent docs and spreadsheets",JOY
Have you tried: I've also seen samples that in the markup for the media display layout file they specify an element such as: Good Luck!,JOY
"Excellent advice here, and it seems like you know know this field. I hope you'll keep participating.",JOY
I have really enjoyed playing with my first robot. Now I want to make something a little more exciting. What's the best tutorial on making advanced robots?,JOY
Would it be possible for you to post the code here? That would be awesome!,JOY
This is simple I hope :) When I create a new web application in WSS does it need to be on port 80 if I want to point an external domain name at it? Everything is standard in terms of IIS and ports that are open i.e. port 80 is the only one open. I am guessing if I let WSS assign a port number to the new web application surely this can never be accessed externally unless I open the assigned port? Cheers,JOY
"I have the following code: This code causes python to go in an infinite recursive loop, and the output is actually incredibly cool: This keeps growing exponentially :) Its pretty but why is this happening?",JOY
"In addition to the great LINQ-implementation of Dean, I had fun wrapping the code into an extension for DependencyObjects: This makes it extremely nice considering reuseablity.",JOY
"You've got to start with a custom instance of . We'd prefer to implement the simpler , but in this scenario we need access to the underlying . Then, to wire it up in the iBATIS config: Hope this helps!",JOY
I've been very happy with bulk-loader. We've integrated it with Parsley's MVC and IoC frameworks - - with great success.,JOY
awesome! it works,JOY
"Old question, I know, but I found it while searching for a similar answer. Unless the API has changed, the reason why harpo's answer isn't working is because is an instance method, not a static method. But fear not--there's an instance of present in each instance of --the property. So in your case, if you're within a controller (or, I suspect, a view): That should do the trick!",JOY
I did some research on this a few years ago (2005 I believe) and I liked JNBridgePro as the best third party product to do this. Check it out here Good luck!,JOY
"Mika Tuupola: If you are Interested in my modified jeditable (added two callback events), you can . It would be great if you would provide these events in your official version of jeditable! Here is my (simplified) integration code. I use the events for more then just for the hover effect. It's just one usecase.",JOY
Good luck with your image processing adventures! I found it very fulfilling on a technical level when I was in that area :),JOY
"Your library should be named , with symlinks of and both pointing to that. The library should be created using in the linker command line (or on the gcc command line). Hope that helps!",JOY
@acidzombie24: My pleasure! :),JOY
"Excellent, the selected bit was very useful.",JOY
"Here's the king daddy of database wiping scripts. It will clear all tables and reseed them correctly: Enjoy, but be careful!",JOY
I can't find anything on google. This question is the last hope!,JOY
"I'm really glad it worked! Btw, the best way to show appreciation on Stack Overflow if someone helps to solve your problem is to upvote their answer and mark it as solved :)",JOY
"Few things to make this work :Your classname FILE should start with a capital letter, Your config array must be defined as $config = array() (and not $var or any other name), Your config file must be lowercase.The config file is passed through the constructor, so class ($config=array()), you can then access and store the config variables on an instance variable. hope it helps: config file : good luck :)",JOY
Edited my post. Hope it helps; and feel free to keep asking questions!,JOY
Yes ... all this works ... but if the user presses their refresh button on their browser it will add another record.,JOY
"Very annoying, but simply solved! Reason is that by writing you tell ruby: I'm giving a block to this method call... And that's obviously not what you want. Simple fix: just add parentheses to your method call:",JOY
"I'm just getting my feet wet with multiprocessing(and its totally awesome!), but I was wondering if there was any guidelines to selecting number of processes? Is it just based on number of cores on the server? Is it somehow based on the application your running(number of loops, how much cpu it uses,etc)? etc...how do I decide how many processes to spawn? Right now, I'm just guessing and add/removing processes but it would be great if there was some kind of guideline or best practice. Another question, I know what happens if I add too few(program is slooow) but what if I add 'too many'? Thanks!",JOY
Never knew about VS macros. It's awesome!!! Just what I need in a couple scenarios. Thanks a lot,JOY
You have to created a new model for hold referral code. below are given model syntax. add These lines in your last lines your models.py Above mention line will create your user profile at the time of creating user.Hope this work for you!!!,JOY
Link works fine!,JOY
"If you are on 11g you are in Luck :-) you can Use SELECT FOR UPDATE SKIP LOCKED in the Cursor - then you are guaranteed that two threads will never get the same row on a fetch!The RIGHT WAY to do this in Oracle would be Advanced Queueing - since this will solve ALL YOUR PROBLEMS, provides synchronization und parallel execution and other benefits...Before Oracle 11 and without Advanced Queuing (if you really want to code it yourself...) You can do it like this:(The bits marked with autonomous transaction have to be called in a separate method as an autonomous transaction. If the Update returns 0 Rows it can either be because the table is empty, or because two threads accessed the same row. - So we need a separate ending condition counting available rows.",JOY
"I've added to my answer to show a ""code once and still be scalable"" way of defining your font sizes. Good luck with your project!",JOY
"found a solution, would still love to see alternatives!",JOY
"Wow! Actually, that's nearly what @MarkSeemann wrote, but in code :) Hope that helps.",JOY
I stumbled upon this site and really loved the way they have done the navigation on the left hand site. I noticed that site is using jquery but didnt see any plugins. Any ideas on how to go about doing this?,JOY
updated the answer. This might help you! Great! then you might want to edit the java program and have the permission specified while the folder is created did you try chmod with 777 permission via terminal or php?,JOY
"I have no clue if this approach would be feasible or not, but then there are two things you could try:1.Create a singleton class where you and the arraylist. The class might look like this: To access the list you could write: is the name of the getter method and before getting it set it. Else you might get .Also a receiver might start before the list is filled. So always check for null before you use it.2.The other option is you store the list in a cache object like Check for even in this case in the broadcast receiver before using it.Hope that helps!",JOY
"As pointed out in the comments, you can read arguments from the cmd line in the args area of the main method, for example: When running this with: It wrote out the name of the file.Hope this helps!",JOY
"You have at wrong place, that must be in element, so You should try like : Referred from Here Hope it will help you!",JOY
"Awesome!!! I changed to include the ""/"" at beginning and it worked!! was that why it was not matching the app.yaml handlers ?",JOY
I know that there is a Item.RoleAssignments.Remove command but I have not found a way to list out all the current assigned groups so I could loop through and remove them. Hope this helps you guys!,JOY
Great! I Will take a look later. Cheers.,JOY
"What is the problem? Create additional page and add it to WP, insert code there, and make an output page whatever you want. If you know PHP it will take you 15 min.",JOY
"I would just use an @import command at the top of my CSS file, then you can simply add a new font by adding a pipeline to the end of the font and type the name of any other fonts you want. To use them, simply use the CSS font-family style command: HTML Hope this helped!",JOY
"Hope it works, if you can upvote my answer I'd really appreciate it! :)",JOY
"I found an excellent tutorial on how to create site columns and content types - here : (THANKS AGAIN ROB!) Does anyone know of a written or video tutorial that will explain how to create a list and list instance in MOSS 2007. I use WSP Builder, and the build in templates from Microsoft aren't compatible (or up to the task). Preferably a method that focuses on the CAML (xml) , and explains in detail the theory, and demonstrates how it is done. Thank you.",JOY
"Sure play around it, WP is easy it will just take a bit of time to get used to the structure .",JOY
i get it! i guess you are right,JOY
That is great news!,JOY
"You are very welcome! Learn programming, it's a lot of fun!",JOY
I added an example of how to use the wrapText function. Good luck with your project!,JOY
"If you read the FB.init documentation, there are some parameters that can be used while defining . One of the parameter is which- Determines whether XFBML tags used by social plugins are parsed, and therefore whether the plugins are rendered or not. Defaults to false.You said that in case of pure javascript the like plugin worked that's beacause you must have set to . To get your jquery code to work simply define this paramter to true which is false by default- and it shall work. Good luck!",JOY
No worries and good luck with it! ;),JOY
"It looks it, which makes moving away from it all the more painful!",JOY
This is excellent!,JOY
No worries! I've done the same thing many times on SO.,JOY
"@catsby is correct -- you'll want to use the to do this. SIDENOTE: Heroku's platform API is actually incredibly awesome. You can use it to scale dynos, set variables, provision / deprovision addons, etc.",JOY
"I don't think there are any mature components too (for what I saw). You can use some dedicated DHTML components, like . We use it a lot in our project for our customers, and it's really great !",JOY
It's a progress bar! :) Setting makes it a rotating circle rather than a classic progress bar. There are several different styles you can use. Play around with them to find the one you like :) Hope this helps!,JOY
"excellent, just found ""randomize"" in the documentation! perfect: {:data => @json, :options => { :do_clustering => true, randomize: true} }) %>",JOY
The rendering issue has been fixed in IE11. No need to worry!,JOY
Got it: I need to reference the class types through the createjs module. i.e. works absolutely fine!,JOY
"Try replacing... with.. Best of luck, hope that helps!",JOY
"This is a really great DBGrid ! Just give it a try, you will not regret it.",JOY
"If you would like to switch to different network operators - The answer is No, you are not able to do that programmatically. There is no API that supports that. If you want to switch to different wireless networks the answer is Yes, read post. If you would like to check for different kinds of connectivity states - Look . Good luck, hope this helped!",JOY
"Excellent! Did you know that you can answer your own question and accept it as **the** answer. This is considered a good practice, because it helps people looking for answers see that there is an answer and it helps them find the answer. If the answer is only in comments, the question will appear unanswered.",JOY
"Here is an answer to a similar question: It's a complex workaround, but looks working pretty fine!",JOY
"No worries, main thing is your problem gets solved!",JOY
"Have a look at . I've tried to get my ""MSN Invite contacts"" function working right now and that's what I've found this far. Works excellent!",JOY
"Yeah... I'm not a huge fan. Their documentation, tutorials, and guides are pretty nice. Here's the guide: https://parse.com/docs/ios_guide#top/iOS Here's the documentation: https://parse.com/docs/ios/api/ Here's the video tutorial for PFQueryTableView: https://parse.com/tutorials/parse-query-table (A little dated but very nice) Hope this helps! :)",JOY
Please see: for an excellent fix! Much easier to implement and more versatile than the answer above.,JOY
"David: +1. For a second I thought they may have been passing a `Furious Neanderthal`, or something, to Word!",JOY
"I personally use for my company and have had great luck with it! Edit oops, I didn't notice the SVN requirement, BaseCamp can help with the other stuff.",JOY
Have you looked into creating a plugin with waffle? From the waffle guys if should be possible to create a module using the servlet filter code. That would be a pretty awesome module for Play! I'll look into it when I get some spare time. https://groups.google.com/forum/?hl=en#!topic/waffle-users/Q9aRPJitP6g,JOY
I would use ! to get everything with tag just do: to get the value inside of span you could do: there are tons of differnt methods of getting the informaton you need Good Luck hope this helps!,JOY
"There's no such thing. Any such log would have to be programmed into the database, so no worries, you don't have to disable it since it doesn't exist by default!",JOY
"I have been struggling with the same issue, the Facebook docs on this are awful, but finally I worked it out: Hoe that helps!",JOY
"Code Contracts are pretty cool, but they do have some limitations. They will only create compiler warnings, not errors. Also, this analysis is pretty slow on large projects. However, I'm hoping this technology will evolve and eventually be integrated into the language itself. It's incredibly promising!",JOY
You should . It has a lot of good packages. I found these packages to help you with zip files for example: The NPM registry is really amazing :),JOY
"after some tests i found a fast solution , you can add in top of your index page: it work very fine :)",JOY
"No worries, just run some tests and see what fits better your usecase!",JOY
Excellent! You should document that as an answer and accept it so many more people can solve this with a google search on 'single line of text' :),JOY
"I would like to get back all the option selected of a multiple select when i submit my form. like : using somthing like that : and get an array with all the value selected like ['2','3'] All that, without jQuery and in js or php is fine :) thx!",JOY
"I have an array of words that gets shuffled into paragraphs using jQuery. I'm trying to add some commas "","" in between them. Ideally i need a single comma added to every 4th word but this is beyond my modest jQuery skills. This is my code: Really hope you can help!",JOY
No worries - everything is easier with jQuery!,JOY
Excellent icons on !!! We use them in PerTrainer iPhone application You can see screenshots here: I also found some good icons here: Hope this helps!!!,JOY
please update and you will get to paradise =),JOY
I might explain but documentation on MSDN is already pretty excellent. Consider visiting Following Links. Here is the link to in with Example -- and -- synchronization in -- MFC -- Hope these help,JOY
No worries! How do I determine the difference between template or class?,JOY
Very excited for my first post on SO! I would like to create an animation like in xcode I am not having much luck with what CABasicAnimation has to offer. Feels like I may need one of those fancy physics engines...(?) How would one properly begin do this? Thanks!,JOY
Here is the working solution.. Tested in Chrome/FireFox/Safari.. Split the setter into a separate method. Working grrrrreat! Enjoy... Controller: View:,JOY
I finally worked it out - the sql directory needed to have a folder named 'rapt_setup' with the sql inside that!? Doh! But as J.S provided so much help I still want him to receive the answer points :),JOY
"This would be easiest with a - no need to be scared, it's just a box!",JOY
No worries found it! I clicked on the little button on the top right of this,JOY
excellent! glad to hear it!,JOY
"We ended up rolling our own, similar to Figaro but with support for nested values, multiple files, and placeholders. It's pretty awesome: !",JOY
"Just use RotateFlip: As @Dan-o has pointed out, this allows a rotation of any of the degree's in the enum. To rotate a Bitmap any angle without losing the size, you could do the following, but it's a bit convoluted! One - Add the library to your project Two - Add the XAML, WindowsBase and PresentationCore libraries to your project Three - Use the following to rotate your Bitmap any amount of degrees: Pain in the ass, but works!",JOY
I'll suppose that field() is a function that you've created to get a single field according to some conditions how about this code?: i'd be really amazed if this code is not working correctly Good Luck!,JOY
"Godd luck, hope you figure it out! :)",JOY
Excellent - I'm glad you found it! The double quotes may be a unix/linux thing. Note that Oracle will accept `username/pw@db` or `username@db/pw`.,JOY
I was using an old version of Sinatra - updated to version 1.0 and it works fine :) Thanks everyone!,JOY
"If it wouldn't have been a programming question, The answer of your title would be Priceless :)",JOY
I found that the best way to do this was to use Access and save as a text file and then you can set your own field width and export. excellent!,JOY
"is in so u need not to worry! Internally the data is always stored as TEXT, so even if you create table with , SQLite is going to follow the rules of data type",JOY
Great :) thanks!,JOY
